,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,date,time,year,month,day,weekday
743,2011-02-14 08:00:00,1,0,1,1,15.58,19.695,40,31.0009,256,2011-02-14,8,2011,2,14,0
744,2011-02-14 09:00:00,1,0,1,1,16.4,20.455,37,26.0027,130,2011-02-14,9,2011,2,14,0
745,2011-02-14 10:00:00,1,0,1,1,18.04,21.97,33,15.0013,55,2011-02-14,10,2011,2,14,0
746,2011-02-14 11:00:00,1,0,1,1,21.32,25.0,23,16.9979,53,2011-02-14,11,2011,2,14,0
747,2011-02-14 12:00:00,1,0,1,1,22.96,26.515,22,30.0026,126,2011-02-14,12,2011,2,14,0
748,2011-02-14 13:00:00,1,0,1,1,23.78,27.275,19,26.0027,120,2011-02-14,13,2011,2,14,0
749,2011-02-14 14:00:00,1,0,1,1,24.6,29.545,15,32.9975,90,2011-02-14,14,2011,2,14,0
750,2011-02-14 15:00:00,1,0,1,1,22.96,26.515,21,43.9989,90,2011-02-14,15,2011,2,14,0
751,2011-02-14 16:00:00,1,0,1,1,21.32,25.0,27,31.0009,118,2011-02-14,16,2011,2,14,0
752,2011-02-14 17:00:00,1,0,1,1,18.86,22.725,33,40.9973,243,2011-02-14,17,2011,2,14,0
753,2011-02-14 18:00:00,1,0,1,1,16.4,20.455,40,40.9973,205,2011-02-14,18,2011,2,14,0
754,2011-02-14 19:00:00,1,0,1,1,15.58,19.695,43,32.9975,98,2011-02-14,19,2011,2,14,0
755,2011-02-14 20:00:00,1,0,1,1,14.76,15.91,46,31.0009,70,2011-02-14,20,2011,2,14,0
756,2011-02-14 21:00:00,1,0,1,1,14.76,15.91,50,35.0008,43,2011-02-14,21,2011,2,14,0
757,2011-02-14 22:00:00,1,0,1,1,13.94,14.395,46,43.9989,45,2011-02-14,22,2011,2,14,0
758,2011-02-14 23:00:00,1,0,1,1,13.12,14.395,49,32.9975,20,2011-02-14,23,2011,2,14,0
759,2011-02-15 00:00:00,1,0,1,1,12.3,13.635,49,27.9993,19,2011-02-15,0,2011,2,15,1
760,2011-02-15 01:00:00,1,0,1,1,12.3,12.12,42,51.9987,5,2011-02-15,1,2011,2,15,1
761,2011-02-15 02:00:00,1,0,1,1,11.48,11.365,41,46.0022,3,2011-02-15,2,2011,2,15,1
762,2011-02-15 04:00:00,1,0,1,1,9.02,9.09,37,35.0008,1,2011-02-15,4,2011,2,15,1
763,2011-02-15 05:00:00,1,0,1,1,9.02,9.09,32,31.0009,4,2011-02-15,5,2011,2,15,1
764,2011-02-15 06:00:00,1,0,1,1,8.2,9.09,32,22.0028,30,2011-02-15,6,2011,2,15,1
765,2011-02-15 07:00:00,1,0,1,1,8.2,9.09,32,23.9994,105,2011-02-15,7,2011,2,15,1
766,2011-02-15 08:00:00,1,0,1,1,8.2,9.09,32,23.9994,223,2011-02-15,8,2011,2,15,1
767,2011-02-15 09:00:00,1,0,1,1,9.02,9.85,29,30.0026,110,2011-02-15,9,2011,2,15,1
768,2011-02-15 10:00:00,1,0,1,1,9.84,10.605,27,19.0012,52,2011-02-15,10,2011,2,15,1
769,2011-02-15 11:00:00,1,0,1,1,10.66,12.12,25,16.9979,57,2011-02-15,11,2011,2,15,1
770,2011-02-15 12:00:00,1,0,1,1,11.48,13.635,24,16.9979,71,2011-02-15,12,2011,2,15,1
771,2011-02-15 13:00:00,1,0,1,1,13.12,15.15,21,15.0013,82,2011-02-15,13,2011,2,15,1
772,2011-02-15 14:00:00,1,0,1,1,13.94,15.91,19,15.0013,79,2011-02-15,14,2011,2,15,1
773,2011-02-15 15:00:00,1,0,1,1,13.94,16.665,19,11.0014,85,2011-02-15,15,2011,2,15,1
774,2011-02-15 16:00:00,1,0,1,1,13.94,15.91,19,16.9979,98,2011-02-15,16,2011,2,15,1
775,2011-02-15 17:00:00,1,0,1,1,13.12,15.15,22,15.0013,206,2011-02-15,17,2011,2,15,1
776,2011-02-15 18:00:00,1,0,1,1,12.3,15.15,22,8.9981,212,2011-02-15,18,2011,2,15,1
777,2011-02-15 19:00:00,1,0,1,1,11.48,14.395,26,8.9981,145,2011-02-15,19,2011,2,15,1
778,2011-02-15 20:00:00,1,0,1,1,10.66,13.635,33,7.0015,101,2011-02-15,20,2011,2,15,1
779,2011-02-15 21:00:00,1,0,1,1,9.84,14.395,52,0.0,66,2011-02-15,21,2011,2,15,1
780,2011-02-15 22:00:00,1,0,1,1,9.84,14.395,44,0.0,41,2011-02-15,22,2011,2,15,1
781,2011-02-15 23:00:00,1,0,1,2,9.02,12.88,44,6.0032,20,2011-02-15,23,2011,2,15,1
782,2011-02-16 00:00:00,1,0,1,1,9.02,12.88,41,6.0032,15,2011-02-16,0,2011,2,16,2
783,2011-02-16 01:00:00,1,0,1,1,8.2,11.365,44,6.0032,9,2011-02-16,1,2011,2,16,2
784,2011-02-16 03:00:00,1,0,1,2,8.2,9.85,47,12.998,1,2011-02-16,3,2011,2,16,2
785,2011-02-16 04:00:00,1,0,1,1,8.2,9.85,51,12.998,1,2011-02-16,4,2011,2,16,2
786,2011-02-16 05:00:00,1,0,1,1,8.2,9.85,47,12.998,5,2011-02-16,5,2011,2,16,2
787,2011-02-16 06:00:00,1,0,1,1,8.2,9.85,55,15.0013,33,2011-02-16,6,2011,2,16,2
788,2011-02-16 07:00:00,1,0,1,2,8.2,9.85,55,15.0013,108,2011-02-16,7,2011,2,16,2
789,2011-02-16 08:00:00,1,0,1,2,9.02,11.365,55,11.0014,230,2011-02-16,8,2011,2,16,2
790,2011-02-16 09:00:00,1,0,1,1,9.84,10.605,52,19.0012,124,2011-02-16,9,2011,2,16,2
791,2011-02-16 10:00:00,1,0,1,1,10.66,11.365,41,26.0027,69,2011-02-16,10,2011,2,16,2
792,2011-02-16 11:00:00,1,0,1,1,13.94,15.15,34,19.9995,66,2011-02-16,11,2011,2,16,2
793,2011-02-16 12:00:00,1,0,1,1,15.58,19.695,32,22.0028,86,2011-02-16,12,2011,2,16,2
794,2011-02-16 13:00:00,1,0,1,1,17.22,21.21,30,23.9994,93,2011-02-16,13,2011,2,16,2
795,2011-02-16 14:00:00,1,0,1,1,18.86,22.725,28,27.9993,82,2011-02-16,14,2011,2,16,2
796,2011-02-16 15:00:00,1,0,1,1,18.86,22.725,28,27.9993,117,2011-02-16,15,2011,2,16,2
797,2011-02-16 16:00:00,1,0,1,1,18.86,22.725,31,26.0027,122,2011-02-16,16,2011,2,16,2
798,2011-02-16 17:00:00,1,0,1,1,18.86,22.725,28,19.0012,255,2011-02-16,17,2011,2,16,2
799,2011-02-16 18:00:00,1,0,1,1,16.4,20.455,40,15.0013,222,2011-02-16,18,2011,2,16,2
800,2011-02-16 19:00:00,1,0,1,1,13.94,15.91,53,15.0013,161,2011-02-16,19,2011,2,16,2
801,2011-02-16 20:00:00,1,0,1,1,15.58,19.695,43,12.998,118,2011-02-16,20,2011,2,16,2
802,2011-02-16 21:00:00,1,0,1,1,14.76,17.425,46,12.998,92,2011-02-16,21,2011,2,16,2
803,2011-02-16 22:00:00,1,0,1,1,13.94,16.665,53,12.998,73,2011-02-16,22,2011,2,16,2
804,2011-02-16 23:00:00,1,0,1,1,15.58,19.695,40,15.0013,33,2011-02-16,23,2011,2,16,2
805,2011-02-17 00:00:00,1,0,1,1,13.94,16.665,53,12.998,17,2011-02-17,0,2011,2,17,3
806,2011-02-17 01:00:00,1,0,1,1,13.94,15.91,53,15.0013,6,2011-02-17,1,2011,2,17,3
807,2011-02-17 02:00:00,1,0,1,2,13.94,15.91,53,15.0013,6,2011-02-17,2,2011,2,17,3
808,2011-02-17 03:00:00,1,0,1,1,13.94,16.665,53,12.998,4,2011-02-17,3,2011,2,17,3
809,2011-02-17 04:00:00,1,0,1,1,13.12,15.91,57,12.998,4,2011-02-17,4,2011,2,17,3
810,2011-02-17 05:00:00,1,0,1,1,13.12,16.665,66,6.0032,12,2011-02-17,5,2011,2,17,3
811,2011-02-17 06:00:00,1,0,1,1,12.3,15.15,70,8.9981,47,2011-02-17,6,2011,2,17,3
812,2011-02-17 07:00:00,1,0,1,1,13.12,16.665,57,7.0015,126,2011-02-17,7,2011,2,17,3
813,2011-02-17 08:00:00,1,0,1,1,13.12,16.665,57,6.0032,285,2011-02-17,8,2011,2,17,3
814,2011-02-17 09:00:00,1,0,1,1,14.76,17.425,57,12.998,179,2011-02-17,9,2011,2,17,3
815,2011-02-17 10:00:00,1,0,1,1,15.58,19.695,54,12.998,88,2011-02-17,10,2011,2,17,3
816,2011-02-17 11:00:00,1,0,1,2,18.04,21.97,44,16.9979,90,2011-02-17,11,2011,2,17,3
817,2011-02-17 12:00:00,1,0,1,1,19.68,23.485,41,15.0013,101,2011-02-17,12,2011,2,17,3
818,2011-02-17 13:00:00,1,0,1,1,22.14,25.76,34,15.0013,123,2011-02-17,13,2011,2,17,3
819,2011-02-17 14:00:00,1,0,1,1,24.6,31.06,31,15.0013,81,2011-02-17,14,2011,2,17,3
820,2011-02-17 15:00:00,1,0,1,1,24.6,30.305,28,16.9979,106,2011-02-17,15,2011,2,17,3
821,2011-02-17 16:00:00,1,0,1,2,22.96,26.515,35,19.9995,146,2011-02-17,16,2011,2,17,3
822,2011-02-17 17:00:00,1,0,1,2,23.78,27.275,32,19.9995,274,2011-02-17,17,2011,2,17,3
823,2011-02-17 18:00:00,1,0,1,2,22.14,25.76,42,19.0012,222,2011-02-17,18,2011,2,17,3
824,2011-02-17 19:00:00,1,0,1,1,19.68,23.485,55,22.0028,175,2011-02-17,19,2011,2,17,3
825,2011-02-17 20:00:00,1,0,1,1,19.68,23.485,59,22.0028,139,2011-02-17,20,2011,2,17,3
826,2011-02-17 21:00:00,1,0,1,1,21.32,25.0,55,26.0027,124,2011-02-17,21,2011,2,17,3
827,2011-02-17 22:00:00,1,0,1,1,20.5,24.24,59,19.0012,76,2011-02-17,22,2011,2,17,3
828,2011-02-17 23:00:00,1,0,1,1,18.86,22.725,67,19.9995,44,2011-02-17,23,2011,2,17,3
829,2011-02-18 00:00:00,1,0,1,1,18.04,21.97,72,19.0012,32,2011-02-18,0,2011,2,18,4
830,2011-02-18 01:00:00,1,0,1,1,18.04,21.97,72,15.0013,8,2011-02-18,1,2011,2,18,4
831,2011-02-18 02:00:00,1,0,1,1,18.04,21.97,72,19.0012,7,2011-02-18,2,2011,2,18,4
832,2011-02-18 03:00:00,1,0,1,1,18.86,22.725,67,16.9979,8,2011-02-18,3,2011,2,18,4
833,2011-02-18 04:00:00,1,0,1,1,18.86,22.725,67,16.9979,1,2011-02-18,4,2011,2,18,4
834,2011-02-18 05:00:00,1,0,1,2,18.86,22.725,67,7.0015,7,2011-02-18,5,2011,2,18,4
835,2011-02-18 06:00:00,1,0,1,2,18.04,21.97,72,11.0014,50,2011-02-18,6,2011,2,18,4
836,2011-02-18 07:00:00,1,0,1,2,17.22,21.21,77,15.0013,116,2011-02-18,7,2011,2,18,4
837,2011-02-18 08:00:00,1,0,1,2,17.22,21.21,77,12.998,272,2011-02-18,8,2011,2,18,4
838,2011-02-18 09:00:00,1,0,1,2,17.22,21.21,77,12.998,169,2011-02-18,9,2011,2,18,4
839,2011-02-18 10:00:00,1,0,1,2,18.04,21.97,72,15.0013,95,2011-02-18,10,2011,2,18,4
840,2011-02-18 11:00:00,1,0,1,1,18.04,21.97,72,11.0014,113,2011-02-18,11,2011,2,18,4
841,2011-02-18 12:00:00,1,0,1,1,20.5,24.24,59,12.998,185,2011-02-18,12,2011,2,18,4
842,2011-02-18 13:00:00,1,0,1,1,24.6,31.06,43,12.998,176,2011-02-18,13,2011,2,18,4
843,2011-02-18 14:00:00,1,0,1,1,27.06,31.06,36,19.9995,191,2011-02-18,14,2011,2,18,4
844,2011-02-18 15:00:00,1,0,1,1,27.06,31.06,36,22.0028,172,2011-02-18,15,2011,2,18,4
845,2011-02-18 16:00:00,1,0,1,1,27.06,31.06,36,19.0012,232,2011-02-18,16,2011,2,18,4
846,2011-02-18 17:00:00,1,0,1,1,27.06,31.06,34,23.9994,327,2011-02-18,17,2011,2,18,4
847,2011-02-18 18:00:00,1,0,1,1,26.24,31.06,33,22.0028,224,2011-02-18,18,2011,2,18,4
848,2011-02-18 19:00:00,1,0,1,1,25.42,31.06,29,39.0007,162,2011-02-18,19,2011,2,18,4
849,2011-02-18 20:00:00,1,0,1,1,24.6,31.06,31,12.998,124,2011-02-18,20,2011,2,18,4
850,2011-02-18 21:00:00,1,0,1,1,23.78,27.275,21,32.9975,72,2011-02-18,21,2011,2,18,4
851,2011-02-18 22:00:00,1,0,1,1,22.14,25.76,10,16.9979,107,2011-02-18,22,2011,2,18,4
852,2011-02-18 23:00:00,1,0,1,1,21.32,25.0,8,19.0012,77,2011-02-18,23,2011,2,18,4
853,2011-02-19 00:00:00,1,0,0,1,19.68,23.485,12,32.9975,29,2011-02-19,0,2011,2,19,5
854,2011-02-19 01:00:00,1,0,0,1,18.86,22.725,14,27.9993,31,2011-02-19,1,2011,2,19,5
855,2011-02-19 02:00:00,1,0,0,1,18.04,21.97,13,26.0027,17,2011-02-19,2,2011,2,19,5
856,2011-02-19 03:00:00,1,0,0,1,17.22,21.21,14,19.9995,7,2011-02-19,3,2011,2,19,5
857,2011-02-19 04:00:00,1,0,0,1,16.4,20.455,15,22.0028,3,2011-02-19,4,2011,2,19,5
858,2011-02-19 05:00:00,1,0,0,1,16.4,20.455,15,22.0028,3,2011-02-19,5,2011,2,19,5
859,2011-02-19 06:00:00,1,0,0,1,16.4,20.455,17,27.9993,6,2011-02-19,6,2011,2,19,5
860,2011-02-19 07:00:00,1,0,0,1,15.58,19.695,17,35.0008,22,2011-02-19,7,2011,2,19,5
861,2011-02-19 08:00:00,1,0,0,1,15.58,19.695,17,39.0007,45,2011-02-19,8,2011,2,19,5
862,2011-02-19 09:00:00,1,0,0,1,16.4,20.455,16,43.9989,55,2011-02-19,9,2011,2,19,5
863,2011-02-19 10:00:00,1,0,0,1,17.22,21.21,16,39.0007,106,2011-02-19,10,2011,2,19,5
864,2011-02-19 11:00:00,1,0,0,1,18.04,21.97,16,39.0007,123,2011-02-19,11,2011,2,19,5
865,2011-02-19 12:00:00,1,0,0,1,18.04,21.97,18,32.9975,119,2011-02-19,12,2011,2,19,5
866,2011-02-19 13:00:00,1,0,0,1,18.04,21.97,16,40.9973,155,2011-02-19,13,2011,2,19,5
867,2011-02-19 14:00:00,1,0,0,1,18.86,22.725,15,43.9989,196,2011-02-19,14,2011,2,19,5
868,2011-02-19 15:00:00,1,0,0,1,18.04,21.97,16,50.0021,171,2011-02-19,15,2011,2,19,5
869,2011-02-19 16:00:00,1,0,0,1,18.04,21.97,16,43.0006,120,2011-02-19,16,2011,2,19,5
870,2011-02-19 17:00:00,1,0,0,1,17.22,21.21,19,40.9973,127,2011-02-19,17,2011,2,19,5
871,2011-02-19 18:00:00,1,0,0,1,14.76,15.91,25,30.0026,88,2011-02-19,18,2011,2,19,5
872,2011-02-19 19:00:00,1,0,0,1,13.94,15.15,29,23.9994,59,2011-02-19,19,2011,2,19,5
873,2011-02-19 20:00:00,1,0,0,1,13.12,14.395,28,35.0008,47,2011-02-19,20,2011,2,19,5
874,2011-02-19 21:00:00,1,0,0,1,13.12,13.635,26,36.9974,33,2011-02-19,21,2011,2,19,5
875,2011-02-19 22:00:00,1,0,0,1,12.3,12.88,28,32.9975,44,2011-02-19,22,2011,2,19,5
876,2011-02-19 23:00:00,1,0,0,1,11.48,12.12,33,30.0026,29,2011-02-19,23,2011,2,19,5
877,2011-03-01 00:00:00,1,0,1,1,12.3,13.635,70,31.0009,7,2011-03-01,0,2011,3,1,1
878,2011-03-01 01:00:00,1,0,1,1,10.66,11.365,70,23.9994,3,2011-03-01,1,2011,3,1,1
879,2011-03-01 02:00:00,1,0,1,1,9.84,10.605,65,26.0027,4,2011-03-01,2,2011,3,1,1
880,2011-03-01 03:00:00,1,0,1,1,9.02,10.605,69,19.0012,2,2011-03-01,3,2011,3,1,1
881,2011-03-01 04:00:00,1,0,1,1,9.02,10.605,69,16.9979,1,2011-03-01,4,2011,3,1,1
882,2011-03-01 05:00:00,1,0,1,1,8.2,9.09,64,19.0012,2,2011-03-01,5,2011,3,1,1
883,2011-03-01 06:00:00,1,0,1,1,8.2,9.09,59,19.9995,46,2011-03-01,6,2011,3,1,1
884,2011-03-01 07:00:00,1,0,1,1,8.2,9.09,59,22.0028,107,2011-03-01,7,2011,3,1,1
885,2011-03-01 08:00:00,1,0,1,1,8.2,9.09,59,26.0027,214,2011-03-01,8,2011,3,1,1
886,2011-03-01 09:00:00,1,0,1,1,9.02,9.85,55,27.9993,124,2011-03-01,9,2011,3,1,1
887,2011-03-01 10:00:00,1,0,1,1,9.84,10.605,52,19.0012,68,2011-03-01,10,2011,3,1,1
888,2011-03-01 11:00:00,1,0,1,1,11.48,13.635,45,16.9979,56,2011-03-01,11,2011,3,1,1
889,2011-03-01 12:00:00,1,0,1,1,12.3,15.15,39,8.9981,86,2011-03-01,12,2011,3,1,1
890,2011-03-01 13:00:00,1,0,1,1,13.12,17.425,39,0.0,78,2011-03-01,13,2011,3,1,1
891,2011-03-01 14:00:00,1,0,1,1,13.12,16.665,36,8.9981,79,2011-03-01,14,2011,3,1,1
892,2011-03-01 15:00:00,1,0,1,1,13.94,18.18,34,0.0,64,2011-03-01,15,2011,3,1,1
893,2011-03-01 16:00:00,1,0,1,1,13.94,17.425,34,6.0032,102,2011-03-01,16,2011,3,1,1
894,2011-03-01 17:00:00,1,0,1,1,13.94,17.425,34,6.0032,242,2011-03-01,17,2011,3,1,1
895,2011-03-01 18:00:00,1,0,1,1,13.12,15.91,39,12.998,224,2011-03-01,18,2011,3,1,1
896,2011-03-01 19:00:00,1,0,1,1,12.3,15.15,49,8.9981,119,2011-03-01,19,2011,3,1,1
897,2011-03-01 20:00:00,1,0,1,1,12.3,15.91,61,6.0032,88,2011-03-01,20,2011,3,1,1
898,2011-03-01 21:00:00,1,0,1,1,10.66,15.15,56,0.0,63,2011-03-01,21,2011,3,1,1
899,2011-03-01 22:00:00,1,0,1,1,9.84,13.635,62,7.0015,47,2011-03-01,22,2011,3,1,1
900,2011-03-01 23:00:00,1,0,1,1,9.84,11.365,65,15.0013,25,2011-03-01,23,2011,3,1,1
901,2011-03-02 00:00:00,1,0,1,1,9.02,11.365,69,11.0014,8,2011-03-02,0,2011,3,2,2
902,2011-03-02 01:00:00,1,0,1,1,9.02,11.365,69,12.998,4,2011-03-02,1,2011,3,2,2
903,2011-03-02 02:00:00,1,0,1,1,9.02,11.365,69,12.998,2,2011-03-02,2,2011,3,2,2
904,2011-03-02 03:00:00,1,0,1,1,9.02,10.605,69,19.0012,4,2011-03-02,3,2011,3,2,2
905,2011-03-02 04:00:00,1,0,1,1,8.2,10.605,75,8.9981,1,2011-03-02,4,2011,3,2,2
906,2011-03-02 05:00:00,1,0,1,1,9.02,10.605,69,15.0013,5,2011-03-02,5,2011,3,2,2
907,2011-03-02 06:00:00,1,0,1,1,9.02,10.605,55,16.9979,40,2011-03-02,6,2011,3,2,2
908,2011-03-02 07:00:00,1,0,1,1,9.02,10.605,64,16.9979,110,2011-03-02,7,2011,3,2,2
909,2011-03-02 08:00:00,1,0,1,1,9.84,10.605,65,19.0012,256,2011-03-02,8,2011,3,2,2
910,2011-03-02 09:00:00,1,0,1,1,11.48,12.88,56,19.9995,148,2011-03-02,9,2011,3,2,2
911,2011-03-02 10:00:00,1,0,1,1,13.12,15.15,49,19.0012,76,2011-03-02,10,2011,3,2,2
912,2011-03-02 11:00:00,1,0,1,1,13.94,15.15,53,22.0028,73,2011-03-02,11,2011,3,2,2
913,2011-03-02 12:00:00,1,0,1,1,16.4,20.455,43,12.998,82,2011-03-02,12,2011,3,2,2
914,2011-03-02 13:00:00,1,0,1,1,20.5,24.24,25,0.0,125,2011-03-02,13,2011,3,2,2
915,2011-03-02 14:00:00,1,0,1,1,21.32,25.0,23,19.9995,96,2011-03-02,14,2011,3,2,2
916,2011-03-02 15:00:00,1,0,1,1,22.14,25.76,19,27.9993,110,2011-03-02,15,2011,3,2,2
917,2011-03-02 16:00:00,1,0,1,1,22.14,25.76,19,22.0028,139,2011-03-02,16,2011,3,2,2
918,2011-03-02 17:00:00,1,0,1,1,20.5,24.24,23,19.0012,268,2011-03-02,17,2011,3,2,2
919,2011-03-02 18:00:00,1,0,1,1,18.86,22.725,23,32.9975,201,2011-03-02,18,2011,3,2,2
920,2011-03-02 19:00:00,1,0,1,1,16.4,20.455,28,35.0008,150,2011-03-02,19,2011,3,2,2
921,2011-03-02 20:00:00,1,0,1,1,14.76,16.665,29,27.9993,95,2011-03-02,20,2011,3,2,2
922,2011-03-02 21:00:00,1,0,1,1,13.94,14.395,29,31.0009,71,2011-03-02,21,2011,3,2,2
923,2011-03-02 22:00:00,1,0,1,1,12.3,12.88,26,36.9974,48,2011-03-02,22,2011,3,2,2
924,2011-03-02 23:00:00,1,0,1,1,10.66,10.605,30,35.0008,22,2011-03-02,23,2011,3,2,2
925,2011-03-03 00:00:00,1,0,1,1,9.84,9.85,30,31.0009,13,2011-03-03,0,2011,3,3,3
926,2011-03-03 01:00:00,1,0,1,1,9.84,9.85,30,31.0009,1,2011-03-03,1,2011,3,3,3
927,2011-03-03 02:00:00,1,0,1,1,8.2,8.335,27,31.0009,3,2011-03-03,2,2011,3,3,3
928,2011-03-03 03:00:00,1,0,1,1,8.2,8.335,27,31.0009,1,2011-03-03,3,2011,3,3,3
929,2011-03-03 04:00:00,1,0,1,1,6.56,6.06,31,32.9975,1,2011-03-03,4,2011,3,3,3
930,2011-03-03 05:00:00,1,0,1,1,5.74,6.06,33,19.9995,8,2011-03-03,5,2011,3,3,3
931,2011-03-03 06:00:00,1,0,1,1,5.74,6.06,33,19.9995,35,2011-03-03,6,2011,3,3,3
932,2011-03-03 07:00:00,1,0,1,1,4.92,4.545,42,27.9993,111,2011-03-03,7,2011,3,3,3
933,2011-03-03 08:00:00,1,0,1,1,5.74,6.06,39,19.9995,220,2011-03-03,8,2011,3,3,3
934,2011-03-03 09:00:00,1,0,1,1,6.56,6.82,37,19.0012,145,2011-03-03,9,2011,3,3,3
935,2011-03-03 10:00:00,1,0,1,1,7.38,9.09,29,12.998,56,2011-03-03,10,2011,3,3,3
936,2011-03-03 11:00:00,1,0,1,1,8.2,11.365,29,6.0032,50,2011-03-03,11,2011,3,3,3
937,2011-03-03 12:00:00,1,0,1,1,9.02,11.365,25,8.9981,72,2011-03-03,12,2011,3,3,3
938,2011-03-03 13:00:00,1,0,1,1,9.02,12.88,25,6.0032,80,2011-03-03,13,2011,3,3,3
939,2011-03-03 14:00:00,1,0,1,1,9.84,12.88,21,7.0015,78,2011-03-03,14,2011,3,3,3
940,2011-03-03 15:00:00,1,0,1,1,9.84,14.395,23,0.0,68,2011-03-03,15,2011,3,3,3
941,2011-03-03 16:00:00,1,0,1,1,10.66,15.15,23,0.0,71,2011-03-03,16,2011,3,3,3
942,2011-03-03 17:00:00,1,0,1,1,10.66,15.15,22,0.0,202,2011-03-03,17,2011,3,3,3
943,2011-03-03 18:00:00,1,0,1,1,9.84,10.605,35,22.0028,167,2011-03-03,18,2011,3,3,3
944,2011-03-03 19:00:00,1,0,1,1,8.2,9.85,40,16.9979,106,2011-03-03,19,2011,3,3,3
945,2011-03-03 20:00:00,1,0,1,1,8.2,11.365,40,6.0032,70,2011-03-03,20,2011,3,3,3
946,2011-03-03 21:00:00,1,0,1,1,7.38,10.605,40,7.0015,51,2011-03-03,21,2011,3,3,3
947,2011-03-03 22:00:00,1,0,1,1,8.2,12.88,40,0.0,53,2011-03-03,22,2011,3,3,3
948,2011-03-03 23:00:00,1,0,1,2,7.38,10.605,43,6.0032,23,2011-03-03,23,2011,3,3,3
949,2011-03-04 00:00:00,1,0,1,2,8.2,9.85,55,12.998,12,2011-03-04,0,2011,3,4,4
950,2011-03-04 01:00:00,1,0,1,2,7.38,9.09,64,12.998,4,2011-03-04,1,2011,3,4,4
951,2011-03-04 02:00:00,1,0,1,2,7.38,9.09,64,12.998,2,2011-03-04,2,2011,3,4,4
952,2011-03-04 03:00:00,1,0,1,2,7.38,8.335,74,16.9979,1,2011-03-04,3,2011,3,4,4
953,2011-03-04 04:00:00,1,0,1,2,7.38,9.09,74,12.998,1,2011-03-04,4,2011,3,4,4
954,2011-03-04 05:00:00,1,0,1,2,6.56,9.09,74,8.9981,7,2011-03-04,5,2011,3,4,4
955,2011-03-04 06:00:00,1,0,1,2,6.56,9.85,74,6.0032,29,2011-03-04,6,2011,3,4,4
956,2011-03-04 07:00:00,1,0,1,1,6.56,9.09,80,8.9981,83,2011-03-04,7,2011,3,4,4
957,2011-03-04 08:00:00,1,0,1,1,7.38,9.85,74,8.9981,228,2011-03-04,8,2011,3,4,4
958,2011-03-04 09:00:00,1,0,1,1,9.02,11.365,60,8.9981,150,2011-03-04,9,2011,3,4,4
959,2011-03-04 10:00:00,1,0,1,1,9.84,11.365,60,16.9979,66,2011-03-04,10,2011,3,4,4
960,2011-03-04 11:00:00,1,0,1,1,11.48,13.635,52,15.0013,89,2011-03-04,11,2011,3,4,4
961,2011-03-04 12:00:00,1,0,1,1,13.12,15.15,43,11.0014,97,2011-03-04,12,2011,3,4,4
962,2011-03-04 13:00:00,1,0,1,1,13.94,15.91,42,15.0013,87,2011-03-04,13,2011,3,4,4
963,2011-03-04 14:00:00,1,0,1,1,14.76,16.665,40,19.0012,95,2011-03-04,14,2011,3,4,4
964,2011-03-04 15:00:00,1,0,1,1,14.76,16.665,40,19.9995,106,2011-03-04,15,2011,3,4,4
965,2011-03-04 16:00:00,1,0,1,1,14.76,17.425,46,12.998,118,2011-03-04,16,2011,3,4,4
966,2011-03-04 17:00:00,1,0,1,2,14.76,16.665,50,16.9979,228,2011-03-04,17,2011,3,4,4
967,2011-03-04 18:00:00,1,0,1,2,13.94,15.15,53,19.9995,187,2011-03-04,18,2011,3,4,4
968,2011-03-04 19:00:00,1,0,1,1,13.12,15.15,61,16.9979,107,2011-03-04,19,2011,3,4,4
969,2011-03-04 20:00:00,1,0,1,2,12.3,14.395,70,12.998,87,2011-03-04,20,2011,3,4,4
970,2011-03-04 21:00:00,1,0,1,2,12.3,14.395,70,15.0013,70,2011-03-04,21,2011,3,4,4
971,2011-03-04 22:00:00,1,0,1,1,12.3,14.395,70,12.998,44,2011-03-04,22,2011,3,4,4
972,2011-03-04 23:00:00,1,0,1,2,12.3,15.15,75,11.0014,46,2011-03-04,23,2011,3,4,4
973,2011-03-05 00:00:00,1,0,0,2,11.48,14.395,81,7.0015,19,2011-03-05,0,2011,3,5,5
974,2011-03-05 01:00:00,1,0,0,2,12.3,15.91,81,7.0015,25,2011-03-05,1,2011,3,5,5
975,2011-03-05 02:00:00,1,0,0,2,12.3,14.395,87,12.998,20,2011-03-05,2,2011,3,5,5
976,2011-03-05 03:00:00,1,0,0,2,12.3,14.395,87,12.998,2,2011-03-05,3,2011,3,5,5
977,2011-03-05 04:00:00,1,0,0,2,12.3,15.15,93,11.0014,1,2011-03-05,4,2011,3,5,5
978,2011-03-05 05:00:00,1,0,0,2,12.3,15.15,100,8.9981,3,2011-03-05,5,2011,3,5,5
979,2011-03-05 06:00:00,1,0,0,2,12.3,14.395,100,15.0013,4,2011-03-05,6,2011,3,5,5
980,2011-03-05 07:00:00,1,0,0,2,12.3,13.635,100,19.9995,15,2011-03-05,7,2011,3,5,5
981,2011-03-05 08:00:00,1,0,0,2,12.3,13.635,100,19.9995,45,2011-03-05,8,2011,3,5,5
982,2011-03-05 09:00:00,1,0,0,2,13.12,15.15,93,15.0013,63,2011-03-05,9,2011,3,5,5
983,2011-03-05 10:00:00,1,0,0,2,13.94,16.665,93,12.998,103,2011-03-05,10,2011,3,5,5
